"Species","YEAR","Rate","PARAMETER","param.descr","value"
"RCKI",2008,105.846118170636,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.51
"RCKI",2008,105.846118170636,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.7
"RCKI",2008,105.846118170636,"WS2M","Wind Speed at 2 Meters (m/s) ",1.73
"RCKI",2008,105.846118170636,"WS10M","Wind Speed at 10 Meters (m/s) ",3.01
"RCKI",2009,121.956687441151,"PRECTOT","Precipitation (mm day-1) ",518.36
"RCKI",2009,121.956687441151,"RH2M","Relative Humidity at 2 Meters (%) ",67.84
"RCKI",2009,121.956687441151,"T2M","Temperature at 2 Meters (C) ",13.77
"RCKI",2009,121.956687441151,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.23
"RCKI",2009,121.956687441151,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.29
"RCKI",2009,121.956687441151,"PS","Surface Pressure (kPa) ",98.83
"RCKI",2009,121.956687441151,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
"RCKI",2009,121.956687441151,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.6
"RCKI",2009,121.956687441151,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.4
"RCKI",2009,121.956687441151,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.76
"RCKI",2009,121.956687441151,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"RCKI",2009,121.956687441151,"WS10M","Wind Speed at 10 Meters (m/s) ",2.98
"RCKI",2010,103.422339217494,"PRECTOT","Precipitation (mm day-1) ",741.15
"RCKI",2010,103.422339217494,"RH2M","Relative Humidity at 2 Meters (%) ",72.52
"RCKI",2010,103.422339217494,"T2M","Temperature at 2 Meters (C) ",13.32
"RCKI",2010,103.422339217494,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.1
"RCKI",2010,103.422339217494,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.26
"RCKI",2010,103.422339217494,"PS","Surface Pressure (kPa) ",98.75
"RCKI",2010,103.422339217494,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.94
"RCKI",2010,103.422339217494,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.62
"RCKI",2010,103.422339217494,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.43
"RCKI",2010,103.422339217494,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.73
"RCKI",2010,103.422339217494,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"RCKI",2010,103.422339217494,"WS10M","Wind Speed at 10 Meters (m/s) ",2.96
"RCKI",2011,143.940928159211,"PRECTOT","Precipitation (mm day-1) ",491.5
"RCKI",2011,143.940928159211,"RH2M","Relative Humidity at 2 Meters (%) ",71.22
"RCKI",2011,143.940928159211,"T2M","Temperature at 2 Meters (C) ",12.99
"RCKI",2011,143.940928159211,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.07
"RCKI",2011,143.940928159211,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",7.76
"RCKI",2011,143.940928159211,"PS","Surface Pressure (kPa) ",98.86
"RCKI",2011,143.940928159211,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.93
"RCKI",2011,143.940928159211,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.59
"RCKI",2011,143.940928159211,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.38
"RCKI",2011,143.940928159211,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.72
"RCKI",2011,143.940928159211,"WS2M","Wind Speed at 2 Meters (m/s) ",1.69
"RCKI",2011,143.940928159211,"WS10M","Wind Speed at 10 Meters (m/s) ",2.95
"RCKI",2012,163.772282993546,"PRECTOT","Precipitation (mm day-1) ",625.06
"RCKI",2012,163.772282993546,"RH2M","Relative Humidity at 2 Meters (%) ",66.86
"RCKI",2012,163.772282993546,"T2M","Temperature at 2 Meters (C) ",13.82
"RCKI",2012,163.772282993546,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.4
"RCKI",2012,163.772282993546,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.17
"RCKI",2012,163.772282993546,"PS","Surface Pressure (kPa) ",98.85
"RCKI",2012,163.772282993546,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.96
"RCKI",2012,163.772282993546,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.72
"RCKI",2012,163.772282993546,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.59
"RCKI",2012,163.772282993546,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.75
"RCKI",2012,163.772282993546,"WS2M","Wind Speed at 2 Meters (m/s) ",1.77
"RCKI",2012,163.772282993546,"WS10M","Wind Speed at 10 Meters (m/s) ",3.07
"RCKI",2013,161.846025560701,"PRECTOT","Precipitation (mm day-1) ",120.46
"RCKI",2013,161.846025560701,"RH2M","Relative Humidity at 2 Meters (%) ",63.67
"RCKI",2013,161.846025560701,"T2M","Temperature at 2 Meters (C) ",14.04
"RCKI",2013,161.846025560701,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.97
"RCKI",2013,161.846025560701,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.25
"RCKI",2013,161.846025560701,"PS","Surface Pressure (kPa) ",98.88
"RCKI",2013,161.846025560701,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.91
"RCKI",2013,161.846025560701,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.57
"RCKI",2013,161.846025560701,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.36
"RCKI",2013,161.846025560701,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.67
"RCKI",2013,161.846025560701,"WS2M","Wind Speed at 2 Meters (m/s) ",1.67
"RCKI",2013,161.846025560701,"WS10M","Wind Speed at 10 Meters (m/s) ",2.91
"RCKI",2014,136.879493985032,"PRECTOT","Precipitation (mm day-1) ",559.98
"RCKI",2014,136.879493985032,"RH2M","Relative Humidity at 2 Meters (%) ",65.03
"RCKI",2014,136.879493985032,"T2M","Temperature at 2 Meters (C) ",15.67
"RCKI",2014,136.879493985032,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",23.41
"RCKI",2014,136.879493985032,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",10.01
"RCKI",2014,136.879493985032,"PS","Surface Pressure (kPa) ",98.81
"RCKI",2014,136.879493985032,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"RCKI",2014,136.879493985032,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.57
"RCKI",2014,136.879493985032,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.33
"RCKI",2014,136.879493985032,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.61
"RCKI",2014,136.879493985032,"WS2M","Wind Speed at 2 Meters (m/s) ",1.63
"RCKI",2014,136.879493985032,"WS10M","Wind Speed at 10 Meters (m/s) ",2.84
"RCKI",2015,166.147455867082,"PRECTOT","Precipitation (mm day-1) ",302.7
"RCKI",2015,166.147455867082,"RH2M","Relative Humidity at 2 Meters (%) ",67.94
"RCKI",2015,166.147455867082,"T2M","Temperature at 2 Meters (C) ",15.1
"RCKI",2015,166.147455867082,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",22.42
"RCKI",2015,166.147455867082,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.76
"RCKI",2015,166.147455867082,"PS","Surface Pressure (kPa) ",98.83
"RCKI",2015,166.147455867082,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"RCKI",2015,166.147455867082,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.51
"RCKI",2015,166.147455867082,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.24
"RCKI",2015,166.147455867082,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.6
"RCKI",2015,166.147455867082,"WS2M","Wind Speed at 2 Meters (m/s) ",1.62
"RCKI",2015,166.147455867082,"WS10M","Wind Speed at 10 Meters (m/s) ",2.81
"RCKI",2016,177.532816017914,"PRECTOT","Precipitation (mm day-1) ",643.39
"RCKI",2016,177.532816017914,"RH2M","Relative Humidity at 2 Meters (%) ",70.72
"RCKI",2016,177.532816017914,"T2M","Temperature at 2 Meters (C) ",14.55
"RCKI",2016,177.532816017914,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.6
"RCKI",2016,177.532816017914,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.24
"RCKI",2016,177.532816017914,"PS","Surface Pressure (kPa) ",98.86
"RCKI",2016,177.532816017914,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"RCKI",2016,177.532816017914,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.61
"RCKI",2016,177.532816017914,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.42
"RCKI",2016,177.532816017914,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"RCKI",2016,177.532816017914,"WS2M","Wind Speed at 2 Meters (m/s) ",1.69
"RCKI",2016,177.532816017914,"WS10M","Wind Speed at 10 Meters (m/s) ",2.95
"RCKI",2017,192.348340731346,"PRECTOT","Precipitation (mm day-1) ",716.61
"RCKI",2017,192.348340731346,"RH2M","Relative Humidity at 2 Meters (%) ",67.4
"RCKI",2017,192.348340731346,"T2M","Temperature at 2 Meters (C) ",14.75
"RCKI",2017,192.348340731346,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.92
"RCKI",2017,192.348340731346,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.37
"RCKI",2017,192.348340731346,"PS","Surface Pressure (kPa) ",98.81
"RCKI",2017,192.348340731346,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"RCKI",2017,192.348340731346,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.6
"RCKI",2017,192.348340731346,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.42
"RCKI",2017,192.348340731346,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.68
"RCKI",2017,192.348340731346,"WS2M","Wind Speed at 2 Meters (m/s) ",1.68
"RCKI",2017,192.348340731346,"WS10M","Wind Speed at 10 Meters (m/s) ",2.95
"SWTH",1996,165.417420522099,"PRECTOT","Precipitation (mm day-1) ",847.76
"SWTH",1996,165.417420522099,"RH2M","Relative Humidity at 2 Meters (%) ",68.96
"SWTH",1996,165.417420522099,"T2M","Temperature at 2 Meters (C) ",14.56
"SWTH",1996,165.417420522099,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.84
"SWTH",1996,165.417420522099,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.01
"SWTH",1996,165.417420522099,"PS","Surface Pressure (kPa) ",98.8
"SWTH",1996,165.417420522099,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.9
"SWTH",1996,165.417420522099,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.68
"SWTH",1996,165.417420522099,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.56
"SWTH",1996,165.417420522099,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"SWTH",1996,165.417420522099,"WS2M","Wind Speed at 2 Meters (m/s) ",1.71
"SWTH",1996,165.417420522099,"WS10M","Wind Speed at 10 Meters (m/s) ",3.01
"SWTH",1997,378.747083108957,"PRECTOT","Precipitation (mm day-1) ",498.01
"SWTH",1997,378.747083108957,"RH2M","Relative Humidity at 2 Meters (%) ",68.92
"SWTH",1997,378.747083108957,"T2M","Temperature at 2 Meters (C) ",14.59
"SWTH",1997,378.747083108957,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",22.01
"SWTH",1997,378.747083108957,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.98
"SWTH",1997,378.747083108957,"PS","Surface Pressure (kPa) ",98.81
"SWTH",1997,378.747083108957,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",1
"SWTH",1997,378.747083108957,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.78
"SWTH",1997,378.747083108957,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.71
"SWTH",1997,378.747083108957,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.89
"SWTH",1997,378.747083108957,"WS2M","Wind Speed at 2 Meters (m/s) ",1.81
"SWTH",1997,378.747083108957,"WS10M","Wind Speed at 10 Meters (m/s) ",3.17
"SWTH",1998,313.933089163153,"PRECTOT","Precipitation (mm day-1) ",899.91
"SWTH",1998,313.933089163153,"RH2M","Relative Humidity at 2 Meters (%) ",74.22
"SWTH",1998,313.933089163153,"T2M","Temperature at 2 Meters (C) ",13.37
"SWTH",1998,313.933089163153,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",19.71
"SWTH",1998,313.933089163153,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.5
"SWTH",1998,313.933089163153,"PS","Surface Pressure (kPa) ",98.77
"SWTH",1998,313.933089163153,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"SWTH",1998,313.933089163153,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.67
"SWTH",1998,313.933089163153,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.51
"SWTH",1998,313.933089163153,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.73
"SWTH",1998,313.933089163153,"WS2M","Wind Speed at 2 Meters (m/s) ",1.72
"SWTH",1998,313.933089163153,"WS10M","Wind Speed at 10 Meters (m/s) ",3.01
"SWTH",1999,107.009095773141,"PRECTOT","Precipitation (mm day-1) ",457.46
"SWTH",1999,107.009095773141,"RH2M","Relative Humidity at 2 Meters (%) ",67.86
"SWTH",1999,107.009095773141,"T2M","Temperature at 2 Meters (C) ",13.3
"SWTH",1999,107.009095773141,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.82
"SWTH",1999,107.009095773141,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",7.79
"SWTH",1999,107.009095773141,"PS","Surface Pressure (kPa) ",98.92
"SWTH",1999,107.009095773141,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.97
"SWTH",1999,107.009095773141,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.62
"SWTH",1999,107.009095773141,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.44
"SWTH",1999,107.009095773141,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.78
"SWTH",1999,107.009095773141,"WS2M","Wind Speed at 2 Meters (m/s) ",1.74
"SWTH",1999,107.009095773141,"WS10M","Wind Speed at 10 Meters (m/s) ",3.03
"SWTH",2000,371.545256055713,"PRECTOT","Precipitation (mm day-1) ",560.49
"SWTH",2000,371.545256055713,"RH2M","Relative Humidity at 2 Meters (%) ",70.42
"SWTH",2000,371.545256055713,"T2M","Temperature at 2 Meters (C) ",13.78
"SWTH",2000,371.545256055713,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.94
"SWTH",2000,371.545256055713,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.47
"SWTH",2000,371.545256055713,"PS","Surface Pressure (kPa) ",98.87
"SWTH",2000,371.545256055713,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.94
"SWTH",2000,371.545256055713,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.58
"SWTH",2000,371.545256055713,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.36
"SWTH",2000,371.545256055713,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.75
"SWTH",2000,371.545256055713,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"SWTH",2000,371.545256055713,"WS10M","Wind Speed at 10 Meters (m/s) ",2.97
"SWTH",2001,239.556231898287,"PRECTOT","Precipitation (mm day-1) ",628.37
"SWTH",2001,239.556231898287,"RH2M","Relative Humidity at 2 Meters (%) ",68.31
"SWTH",2001,239.556231898287,"T2M","Temperature at 2 Meters (C) ",14.06
"SWTH",2001,239.556231898287,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.47
"SWTH",2001,239.556231898287,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.49
"SWTH",2001,239.556231898287,"PS","Surface Pressure (kPa) ",98.81
"SWTH",2001,239.556231898287,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
"SWTH",2001,239.556231898287,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.7
"SWTH",2001,239.556231898287,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.57
"SWTH",2001,239.556231898287,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.75
"SWTH",2001,239.556231898287,"WS2M","Wind Speed at 2 Meters (m/s) ",1.75
"SWTH",2001,239.556231898287,"WS10M","Wind Speed at 10 Meters (m/s) ",3.04
"SWTH",2002,223.506013886335,"PRECTOT","Precipitation (mm day-1) ",490.39
"SWTH",2002,223.506013886335,"RH2M","Relative Humidity at 2 Meters (%) ",68.08
"SWTH",2002,223.506013886335,"T2M","Temperature at 2 Meters (C) ",13.85
"SWTH",2002,223.506013886335,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.27
"SWTH",2002,223.506013886335,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.39
"SWTH",2002,223.506013886335,"PS","Surface Pressure (kPa) ",98.87
"SWTH",2002,223.506013886335,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.96
"SWTH",2002,223.506013886335,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.59
"SWTH",2002,223.506013886335,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.38
"SWTH",2002,223.506013886335,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.76
"SWTH",2002,223.506013886335,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"SWTH",2002,223.506013886335,"WS10M","Wind Speed at 10 Meters (m/s) ",2.96
"SWTH",2003,191.579560532022,"PRECTOT","Precipitation (mm day-1) ",452.78
"SWTH",2003,191.579560532022,"RH2M","Relative Humidity at 2 Meters (%) ",69.45
"SWTH",2003,191.579560532022,"T2M","Temperature at 2 Meters (C) ",14.4
"SWTH",2003,191.579560532022,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.57
"SWTH",2003,191.579560532022,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.02
"SWTH",2003,191.579560532022,"PS","Surface Pressure (kPa) ",98.82
"SWTH",2003,191.579560532022,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.91
"SWTH",2003,191.579560532022,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.58
"SWTH",2003,191.579560532022,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.37
"SWTH",2003,191.579560532022,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"SWTH",2003,191.579560532022,"WS2M","Wind Speed at 2 Meters (m/s) ",1.66
"SWTH",2003,191.579560532022,"WS10M","Wind Speed at 10 Meters (m/s) ",2.91
"SWTH",2004,280.850469128161,"PRECTOT","Precipitation (mm day-1) ",454.93
"SWTH",2004,280.850469128161,"RH2M","Relative Humidity at 2 Meters (%) ",68.56
"SWTH",2004,280.850469128161,"T2M","Temperature at 2 Meters (C) ",14.24
"SWTH",2004,280.850469128161,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.54
"SWTH",2004,280.850469128161,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.81
"SWTH",2004,280.850469128161,"PS","Surface Pressure (kPa) ",98.83
"SWTH",2004,280.850469128161,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
"SWTH",2004,280.850469128161,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.66
"SWTH",2004,280.850469128161,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.5
"SWTH",2004,280.850469128161,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.77
"SWTH",2004,280.850469128161,"WS2M","Wind Speed at 2 Meters (m/s) ",1.73
"SWTH",2004,280.850469128161,"WS10M","Wind Speed at 10 Meters (m/s) ",3.02
"SWTH",2005,171.567459371872,"PRECTOT","Precipitation (mm day-1) ",605.8
"SWTH",2005,171.567459371872,"RH2M","Relative Humidity at 2 Meters (%) ",70.67
"SWTH",2005,171.567459371872,"T2M","Temperature at 2 Meters (C) ",14.25
"SWTH",2005,171.567459371872,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.33
"SWTH",2005,171.567459371872,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.88
"SWTH",2005,171.567459371872,"PS","Surface Pressure (kPa) ",98.8
"SWTH",2005,171.567459371872,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"SWTH",2005,171.567459371872,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.56
"SWTH",2005,171.567459371872,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.34
"SWTH",2005,171.567459371872,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.67
"SWTH",2005,171.567459371872,"WS2M","Wind Speed at 2 Meters (m/s) ",1.65
"SWTH",2005,171.567459371872,"WS10M","Wind Speed at 10 Meters (m/s) ",2.89
"SWTH",2006,128.611001187178,"PRECTOT","Precipitation (mm day-1) ",523.96
"SWTH",2006,128.611001187178,"RH2M","Relative Humidity at 2 Meters (%) ",70.24
"SWTH",2006,128.611001187178,"T2M","Temperature at 2 Meters (C) ",13.85
"SWTH",2006,128.611001187178,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.03
"SWTH",2006,128.611001187178,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.46
"SWTH",2006,128.611001187178,"PS","Surface Pressure (kPa) ",98.84
"SWTH",2006,128.611001187178,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.86
"SWTH",2006,128.611001187178,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.5
"SWTH",2006,128.611001187178,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.23
"SWTH",2006,128.611001187178,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.59
"SWTH",2006,128.611001187178,"WS2M","Wind Speed at 2 Meters (m/s) ",1.62
"SWTH",2006,128.611001187178,"WS10M","Wind Speed at 10 Meters (m/s) ",2.82
"SWTH",2007,275.939070101284,"PRECTOT","Precipitation (mm day-1) ",278.14
"SWTH",2007,275.939070101284,"RH2M","Relative Humidity at 2 Meters (%) ",66.03
"SWTH",2007,275.939070101284,"T2M","Temperature at 2 Meters (C) ",13.74
"SWTH",2007,275.939070101284,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.5
"SWTH",2007,275.939070101284,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.06
"SWTH",2007,275.939070101284,"PS","Surface Pressure (kPa) ",98.91
"SWTH",2007,275.939070101284,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"SWTH",2007,275.939070101284,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.6
"SWTH",2007,275.939070101284,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.41
"SWTH",2007,275.939070101284,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.71
"SWTH",2007,275.939070101284,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"SWTH",2007,275.939070101284,"WS10M","Wind Speed at 10 Meters (m/s) ",2.97
"SWTH",2008,123.119608078934,"PRECTOT","Precipitation (mm day-1) ",435.18
"SWTH",2008,123.119608078934,"RH2M","Relative Humidity at 2 Meters (%) ",65.88
"SWTH",2008,123.119608078934,"T2M","Temperature at 2 Meters (C) ",13.93
"SWTH",2008,123.119608078934,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.72
"SWTH",2008,123.119608078934,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.19
"SWTH",2008,123.119608078934,"PS","Surface Pressure (kPa) ",98.86
"SWTH",2008,123.119608078934,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.93
"SWTH",2008,123.119608078934,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.66
"SWTH",2008,123.119608078934,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.51
"SWTH",2008,123.119608078934,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.7
"SWTH",2008,123.119608078934,"WS2M","Wind Speed at 2 Meters (m/s) ",1.73
"SWTH",2008,123.119608078934,"WS10M","Wind Speed at 10 Meters (m/s) ",3.01
"SWTH",2009,52.9740967938199,"PRECTOT","Precipitation (mm day-1) ",518.36
"SWTH",2009,52.9740967938199,"RH2M","Relative Humidity at 2 Meters (%) ",67.84
"SWTH",2009,52.9740967938199,"T2M","Temperature at 2 Meters (C) ",13.77
"SWTH",2009,52.9740967938199,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.23
"SWTH",2009,52.9740967938199,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.29
"SWTH",2009,52.9740967938199,"PS","Surface Pressure (kPa) ",98.83
"SWTH",2009,52.9740967938199,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
